id,name,2020-03-02,2020-03-09,2020-03-16,2020-03-23,2020-03-30,2020-04-06,2020-04-13,2020-04-20,2020-04-27,2020-05-04,2020-05-11,2020-05-18,2020-05-25,2020-06-01
0,no_layer,1,0.555565179000084,0.204215782295767,0.131361334854349,0.122944960686204,0.152340683901076,0.208695971294666,0.254546945029437,0.322661567839969,0.386101298032953,0.491984463658598,0.580462523850706,0.710527723703108,0.806532505930296
1,family_inside,1,0.790475194757776,0.413424071168474,0.378379185854252,0.503875968992248,0.48978817172421,0.549520454931528,0.565285190279619,0.617341203002695,0.646793598018029,0.730786629941518,0.772320620291649,0.853894910005898,0.881575794872734
2,family_in_house,1,0.790475194757776,0.413424071168474,0.378379185854252,0.503875968992248,0.48978817172421,0.549520454931528,0.565285190279619,0.617341203002695,0.646793598018029,0.730786629941518,0.772320620291649,0.853894910005898,0.881575794872734
3,family_visitsors_to_visited,1,0.706867330446006,0.541234681652391,0.403926841986468,0.44273127753304,0.466796859099201,0.576683967293752,0.613968809354851,0.741895744121573,0.814189781845706,0.908713681145861,0.89319711640602,1.06986825850726,1.0455898456594
4,nursary_children_inclass,1,0.36504700282317,0.0881691879674002,0.0372656637395284,0.0229174245180065,0.0420163706345388,0.0698522194674865,0.095822815751729,0.131505462440537,0.16666527749266,0.221822419838581,0.270812785987489,0.340753281849229,0.395670919082142
5,nursary_teachers_to_children,1,0.36504700282317,0.0881691879674002,0.0372656637395284,0.0229174245180065,0.0420163706345388,0.0698522194674865,0.095822815751729,0.131505462440537,0.16666527749266,0.221822419838581,0.270812785987489,0.340753281849229,0.395670919082142
6,lower_elementary_children_inclass,1,0.36504700282317,0.0881691879674002,0.0372656637395284,0.0229174245180065,0.0333303766673037,0.050113152175358,0.0649714952742457,0.0859946385229735,0.106272634369898,0.138840141462354,0.167104668736313,0.207902049674062,0.239208441620914
7,lower_elementary_teachers_to_children,1,0.36504700282317,0.0881691879674002,0.0372656637395284,0.0229174245180065,0.0333303766673037,0.050113152175358,0.0649714952742457,0.0859946385229735,0.106272634369898,0.138840141462354,0.167104668736313,0.207902049674062,0.239208441620914
8,higher_elementary_children_inclass,1,0.36504700282317,0.0881691879674002,0.0372656637395284,0.0229174245180065,0.0333303766673037,0.050113152175358,0.0649714952742457,0.0859946385229735,0.106272634369898,0.138840141462354,0.167104668736313,0.207902049674062,0.239208441620914
9,higher_elementary_teachers_to_children,1,0.36504700282317,0.0881691879674002,0.0372656637395284,0.0229174245180065,0.0333303766673037,0.050113152175358,0.0649714952742457,0.0859946385229735,0.106272634369898,0.138840141462354,0.167104668736313,0.207902049674062,0.239208441620914
10,highschool_children_inclass,1,0.36504700282317,0.0881691879674002,0.0372656637395284,0.0229174245180065,0.0333303766673037,0.050113152175358,0.0649714952742457,0.0859946385229735,0.106272634369898,0.138840141462354,0.167104668736313,0.207902049674062,0.239208441620914
11,highschool_teachers_to_children,1,0.36504700282317,0.0881691879674002,0.0372656637395284,0.0229174245180065,0.0333303766673037,0.050113152175358,0.0649714952742457,0.0859946385229735,0.106272634369898,0.138840141462354,0.167104668736313,0.207902049674062,0.239208441620914
12,nursary_children_coridors,1,0.397258609722478,0.104415723870069,0.048026667739643,0.0321413367390379,0.041501373354419,0.0583659198715994,0.0724957509410415,0.0931300489484823,0.11258507110865,0.144622527700169,0.171750345254838,0.211373561084261,0.241025549430175
13,elementary_children_coridors,1,0.397258609722478,0.104415723870069,0.048026667739643,0.0321413367390379,0.041501373354419,0.0583659198715994,0.0724957509410415,0.0931300489484823,0.11258507110865,0.144622527700169,0.171750345254838,0.211373561084261,0.241025549430175
14,highschool_children_coridors,1,0.397258609722478,0.104415723870069,0.048026667739643,0.0321413367390379,0.041501373354419,0.0583659198715994,0.0724957509410415,0.0931300489484823,0.11258507110865,0.144622527700169,0.171750345254838,0.211373561084261,0.241025549430175
15,nursary_teachers,1,0.36504700282317,0.0881691879674002,0.0372656637395284,0.0229174245180065,0.0333303766673037,0.050113152175358,0.0649714952742457,0.0859946385229735,0.106272634369898,0.138840141462354,0.167104668736313,0.207902049674062,0.239208441620914
16,elementary_teachers,1,0.36504700282317,0.0881691879674002,0.0372656637395284,0.0229174245180065,0.0333303766673037,0.050113152175358,0.0649714952742457,0.0859946385229735,0.106272634369898,0.138840141462354,0.167104668736313,0.207902049674062,0.239208441620914
17,highschool_teachers,1,0.36504700282317,0.0881691879674002,0.0372656637395284,0.0229174245180065,0.0333303766673037,0.050113152175358,0.0649714952742457,0.0859946385229735,0.106272634369898,0.138840141462354,0.167104668736313,0.207902049674062,0.239208441620914
18,leasure_outdoor,1,0.489075111623348,0.138600685810783,0.0876893121222566,0.122944960686204,0.151506656540386,0.329450053609721,0.437698355968549,0.768946568977841,0.860136704789135,1.0604449606862,1.10294161007863,1.57376697641172,1.93993142423159
19,leasure_visit,1,0.51313370508226,0.285214027805501,0.154518544995711,0.122944960686204,0.178267851417845,0.274690272587266,0.3452360974783,0.475487293695788,0.580561432570386,0.708346314700476,0.751096580122952,0.960547823374656,0.994055359009647
20,leasure_pub,1,0.673570819442584,0.116503523668095,0.0382867461105247,0.0745614035087719,0.081318663771078,0.113758303525805,0.114289250127746,0.208618101686254,0.240838177056719,0.639371486969852,0.802284268012263,1.10207747828309,1.21968547734627
21,work_contacts,1,0.788373856373862,0.411228963277845,0.375369638134317,0.498539435248296,0.485060806751776,0.544745780993113,0.560932000082034,0.613212980877397,0.643141510828159,0.727441205728969,0.769632844333844,0.851886452277864,0.880524499401989
22,work_workers_to_clients_distant,1,0.770323562890931,0.392613864255717,0.350172508139049,0.454426229508197,0.445983151921267,0.505277057680736,0.524947373351344,0.579088000001839,0.612952387828589,0.699787040374291,0.747414974177148,0.835284007090012,0.871834211732176
23,work_workers_to_clients_physical_short,1,0.770323562890931,0.392613864255717,0.350172508139049,0.454426229508197,0.445983151921267,0.505277057680736,0.524947373351344,0.579088000001839,0.612952387828589,0.699787040374291,0.747414974177148,0.835284007090012,0.871834211732176
24,work_workers_to_clients_physical_long,1,0.737939037454443,0.489479114796156,0.359618212894341,0.454426229508197,0.382681255851833,0.487235497149569,0.497972443060626,0.635858148798608,0.605317924199027,0.809999966758819,0.839004094205508,1.06910238837888,0.960091213801739
25,public_transport,1,0.665265068985406,0.29327390121757,0.179482854868936,0.230769230769231,0.212501189710518,0.27324867401355,0.280632378007804,0.384759015121581,0.416839955814872,0.592237030713279,0.607405767716592,0.770951451158418,0.811328928279923
26,shops_customers,1,0.797569822335523,0.69804308387404,0.574062612814623,0.538880813953488,0.540886775771759,0.604064456278503,0.637552976423322,0.714493040480939,0.724575579138728,0.807874915021386,0.827521195157376,0.913363487068489,0.951763732374418
27,shops_workers_to_clients,1,0.797569822335523,0.69804308387404,0.574062612814623,0.538880813953488,0.540886775771759,0.604064456278503,0.637552976423322,0.714493040480939,0.724575579138728,0.807874915021386,0.827521195157376,0.913363487068489,0.951763732374418
28,pubs_customers,1,0.673570819442584,0.116503523668095,0.0382867461105247,0.0745614035087719,0.081318663771078,0.113758303525805,0.114289250127746,0.208618101686254,0.240838177056719,0.639371486969852,0.802284268012263,1.10207747828309,1.21968547734627
29,pubs_workers_to_clients,1,0.673570819442584,0.116503523668095,0.0382867461105247,0.0745614035087719,0.081318663771078,0.113758303525805,0.114289250127746,0.208618101686254,0.240838177056719,0.639371486969852,0.802284268012263,1.10207747828309,1.21968547734627
30,other,1,0.765318806928872,0.387528849017965,0.343391591917441,0.44273127753304,0.435623186262976,0.494813414970694,0.515407407384263,0.570041048963093,0.604948880993647,0.692455581907149,0.741524744253625,0.830882495209736,0.869530309867788
31,superspreader,1,1,1,1,1,0.943429969836176,0.898695336460643,0.854256602387417,0.827554119587819,0.80196321561381,0.814911391881132,0.818540586255878,0.864256160875839,0.882312387306141
32,footbal,1,1,1,1,1,0.943429969836176,0.898695336460643,0.854256602387417,0.827554119587819,0.80196321561381,0.814911391881132,0.818540586255878,0.864256160875839,0.882312387306141
33,party1,1,1,1,1,1,0.943429969836176,0.898695336460643,0.854256602387417,0.827554119587819,0.80196321561381,0.814911391881132,0.818540586255878,0.864256160875839,0.882312387306141
34,party2,1,1,1,1,1,0.943429969836176,0.898695336460643,0.854256602387417,0.827554119587819,0.80196321561381,0.814911391881132,0.818540586255878,0.864256160875839,0.882312387306141
35,party3,1,1,1,1,1,0.943429969836176,0.898695336460643,0.854256602387417,0.827554119587819,0.80196321561381,0.814911391881132,0.818540586255878,0.864256160875839,0.882312387306141
